181.3.249.130 - - [10/Oct/2015:08:15:38 ] "GET /Store/cart.jsp?productID=1305 HTTP/1.0" 200 2248 "http://facebook.com/" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
154.14.161.138 - - [21/Oct/2015:15:48:31 ] "GET /Store/cart.jsp?productID=1329 HTTP/1.0" 200 2124 "http://www.google.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
137.89.53.3 - - [21/Oct/2015:15:51:53 ] "GET /Givency HTTP/1.0" 200 2755 "http://twitter.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
137.89.53.3 - - [21/Oct/2015:15:56:03 ] "GET /CalvinKlein HTTP/1.0" 200 2992 "http://facebook.com/" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
137.89.53.3 - - [21/Oct/2015:16:00:53 ] "GET /Givency HTTP/1.0" 200 4236 "http://www.google.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
20.149.200.80 - - [21/Oct/2015:16:03:15 ] "GET /Chanel HTTP/1.0" 200 3684 "-" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
179.203.132.160 - - [21/Oct/2015:16:06:27 ] "GET /Store/cart.jsp?productID=1236 HTTP/1.0" 200 3965 "http://facebook.com/" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
173.216.153.220 - - [21/Oct/2015:16:09:52 ] "GET /YSL HTTP/1.0" 200 2657 "http://instagram.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
181.3.249.130 - - [21/Oct/2015:16:12:04 ] "GET /Store/cart.jsp?productID=1239 HTTP/1.0" 200 4768 "-" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
72.183.126.71 - - [21/Oct/2015:16:16:55 ] "GET /CalvinKlein HTTP/1.0" 200 2640 "-" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
72.183.126.71 - - [21/Oct/2015:16:20:09 ] "GET /Store/cart.jsp?productID=1180 HTTP/1.0" 200 4011 "http://www.google.com" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
181.3.249.130 - - [21/Oct/2015:16:23:20 ] "GET /CalvinKlein HTTP/1.0" 200 3914 "http://www.google.com" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
20.149.200.80 - - [21/Oct/2015:16:24:59 ] "GET /Gucci HTTP/1.0" 200 4150 "http://facebook.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
20.149.200.80 - - [21/Oct/2015:16:26:17 ] "GET /Bvlgari HTTP/1.0" 200 4392 "http://www.google.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
129.205.99.233 - - [21/Oct/2015:16:31:08 ] "GET /Prada HTTP/1.0" 200 2538 "http://twitter.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
154.14.161.138 - - [21/Oct/2015:16:34:55 ] "GET /Gucci HTTP/1.0" 200 4370 "http://www.google.com" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
181.3.249.130 - - [21/Oct/2015:16:35:44 ] "GET /CalvinKlein HTTP/1.0" 200 2140 "http://instagram.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
137.89.53.3 - - [21/Oct/2015:16:37:25 ] "GET /Prada HTTP/1.0" 200 4545 "-" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
181.3.249.130 - - [21/Oct/2015:16:41:35 ] "GET /Chanel HTTP/1.0" 200 2687 "http://www.google.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
181.3.249.130 - - [21/Oct/2015:16:43:29 ] "GET /CalvinKlein HTTP/1.0" 200 3569 "http://twitter.com" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
154.14.161.138 - - [21/Oct/2015:16:47:05 ] "GET /Revlon HTTP/1.0" 200 3126 "http://instagram.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
129.205.99.233 - - [21/Oct/2015:16:50:49 ] "GET /Bvlgari HTTP/1.0" 200 3356 "http://twitter.com" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
148.12.180.110 - - [21/Oct/2015:16:53:20 ] "GET /YSL HTTP/1.0" 200 3058 "http://twitter.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
154.14.161.138 - - [21/Oct/2015:16:57:43 ] "GET /HugoBoss HTTP/1.0" 200 2959 "http://www.google.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
154.14.161.138 - - [21/Oct/2015:17:02:30 ] "GET /Bvlgari HTTP/1.0" 200 3526 "http://facebook.com/" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
148.12.180.110 - - [21/Oct/2015:17:06:51 ] "GET /Revlon HTTP/1.0" 200 4798 "http://facebook.com/" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
148.12.180.110 - - [21/Oct/2015:17:11:23 ] "GET /Revlon HTTP/1.0" 200 2594 "http://www.google.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
129.205.99.233 - - [21/Oct/2015:17:12:21 ] "GET /HugoBoss HTTP/1.0" 200 2914 "http://twitter.com" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
62.112.34.46 - - [21/Oct/2015:17:12:53 ] "GET /Bvlgari HTTP/1.0" 200 3264 "http://instagram.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
154.14.161.138 - - [21/Oct/2015:17:14:14 ] "GET /HugoBoss HTTP/1.0" 200 3488 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
20.149.200.80 - - [21/Oct/2015:17:17:45 ] "GET /YSL HTTP/1.0" 200 4739 "http://instagram.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
148.12.180.110 - - [21/Oct/2015:17:18:35 ] "GET /Prada HTTP/1.0" 200 4551 "-" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
137.89.53.3 - - [21/Oct/2015:17:19:28 ] "GET /Bvlgari HTTP/1.0" 200 2229 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
154.14.161.138 - - [21/Oct/2015:17:21:03 ] "GET /Givency HTTP/1.0" 200 2569 "-" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
179.203.132.160 - - [21/Oct/2015:17:22:11 ] "GET /Bvlgari HTTP/1.0" 200 2959 "http://instagram.com" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
179.203.132.160 - - [21/Oct/2015:17:26:04 ] "GET /Gucci HTTP/1.0" 200 3743 "http://facebook.com/" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
148.12.180.110 - - [21/Oct/2015:17:29:09 ] "GET /CalvinKlein HTTP/1.0" 200 3041 "http://facebook.com/" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
154.14.161.138 - - [21/Oct/2015:17:31:59 ] "GET /Dior HTTP/1.0" 200 3858 "http://facebook.com/" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
173.216.153.220 - - [21/Oct/2015:17:32:33 ] "GET /Chanel HTTP/1.0" 200 2151 "http://twitter.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
179.203.132.160 - - [21/Oct/2015:17:33:15 ] "GET /Chanel HTTP/1.0" 200 4059 "-" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
181.3.249.130 - - [21/Oct/2015:17:35:31 ] "GET /Chanel HTTP/1.0" 200 3329 "-" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
154.14.161.138 - - [21/Oct/2015:17:36:28 ] "GET /Store/cart.jsp?productID=1390 HTTP/1.0" 200 3453 "-" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
148.12.180.110 - - [21/Oct/2015:17:38:41 ] "GET /Givency HTTP/1.0" 200 2167 "http://twitter.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
129.205.99.233 - - [21/Oct/2015:17:39:48 ] "GET /Prada HTTP/1.0" 200 4135 "http://facebook.com/" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
72.183.126.71 - - [21/Oct/2015:17:42:46 ] "GET /Gucci HTTP/1.0" 200 3164 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
72.183.126.71 - - [21/Oct/2015:17:46:41 ] "GET /HugoBoss HTTP/1.0" 200 4846 "http://instagram.com" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
129.205.99.233 - - [21/Oct/2015:17:51:16 ] "GET /Store/cart.jsp?productID=1123 HTTP/1.0" 200 3924 "http://facebook.com/" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
62.112.34.46 - - [21/Oct/2015:17:53:34 ] "GET /Store/cart.jsp?productID=1100 HTTP/1.0" 200 4250 "http://www.google.com" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
137.89.53.3 - - [21/Oct/2015:17:56:36 ] "GET /Chanel HTTP/1.0" 200 4830 "http://facebook.com/" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
181.3.249.130 - - [21/Oct/2015:17:58:47 ] "GET /CalvinKlein HTTP/1.0" 200 2846 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
181.3.249.130 - - [21/Oct/2015:18:00:33 ] "GET /YSL HTTP/1.0" 200 3559 "http://www.google.com" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
181.3.249.130 - - [21/Oct/2015:18:05:07 ] "GET /Gucci HTTP/1.0" 200 4457 "http://twitter.com" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
137.89.53.3 - - [21/Oct/2015:18:05:39 ] "GET /Chanel HTTP/1.0" 200 4525 "http://twitter.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
20.149.200.80 - - [21/Oct/2015:18:06:39 ] "GET /HugoBoss HTTP/1.0" 200 4922 "http://instagram.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
72.183.126.71 - - [21/Oct/2015:18:08:30 ] "GET /Dior HTTP/1.0" 200 3648 "http://www.google.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
173.216.153.220 - - [21/Oct/2015:18:10:07 ] "GET /Revlon HTTP/1.0" 200 2392 "http://twitter.com" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
148.12.180.110 - - [21/Oct/2015:18:14:11 ] "GET /Dior HTTP/1.0" 200 4086 "-" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
20.149.200.80 - - [21/Oct/2015:18:18:29 ] "GET /CalvinKlein HTTP/1.0" 200 4999 "http://www.google.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
181.3.249.130 - - [21/Oct/2015:18:21:33 ] "GET /Gucci HTTP/1.0" 200 4487 "http://instagram.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
173.216.153.220 - - [21/Oct/2015:18:23:27 ] "GET /Prada HTTP/1.0" 200 2692 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
173.216.153.220 - - [21/Oct/2015:18:25:30 ] "GET /Chanel HTTP/1.0" 200 2701 "http://www.google.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
173.216.153.220 - - [21/Oct/2015:18:28:43 ] "GET /HugoBoss HTTP/1.0" 200 3790 "http://facebook.com/" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
154.14.161.138 - - [21/Oct/2015:18:33:13 ] "GET /Dior HTTP/1.0" 200 4824 "http://facebook.com/" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
62.112.34.46 - - [21/Oct/2015:18:37:34 ] "GET /Chanel HTTP/1.0" 200 4692 "http://www.google.com" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
20.149.200.80 - - [21/Oct/2015:18:38:34 ] "GET /Bvlgari HTTP/1.0" 200 2682 "http://facebook.com/" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
129.205.99.233 - - [21/Oct/2015:18:43:13 ] "GET /HugoBoss HTTP/1.0" 200 4184 "http://facebook.com/" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
154.14.161.138 - - [21/Oct/2015:18:44:59 ] "GET /Givency HTTP/1.0" 200 4617 "http://twitter.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
72.183.126.71 - - [21/Oct/2015:18:47:37 ] "GET /CalvinKlein HTTP/1.0" 200 2423 "http://instagram.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
20.149.200.80 - - [21/Oct/2015:18:51:30 ] "GET /Dior HTTP/1.0" 200 4275 "http://www.google.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
72.183.126.71 - - [21/Oct/2015:18:53:33 ] "GET /CalvinKlein HTTP/1.0" 200 4342 "http://www.google.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
154.14.161.138 - - [21/Oct/2015:18:54:34 ] "GET /Bvlgari HTTP/1.0" 200 4406 "http://instagram.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
62.112.34.46 - - [21/Oct/2015:18:58:49 ] "GET /CalvinKlein HTTP/1.0" 200 3317 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
179.203.132.160 - - [21/Oct/2015:18:59:38 ] "GET /CalvinKlein HTTP/1.0" 200 3656 "http://www.google.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
62.112.34.46 - - [21/Oct/2015:19:01:50 ] "GET /Gucci HTTP/1.0" 200 2751 "http://instagram.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
148.12.180.110 - - [21/Oct/2015:19:06:25 ] "GET /Gucci HTTP/1.0" 200 2658 "http://facebook.com/" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
137.89.53.3 - - [21/Oct/2015:19:07:46 ] "GET /Chanel HTTP/1.0" 200 3605 "http://www.google.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
173.216.153.220 - - [21/Oct/2015:19:08:36 ] "GET /Chanel HTTP/1.0" 200 3811 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
179.203.132.160 - - [21/Oct/2015:19:09:10 ] "GET /Chanel HTTP/1.0" 200 3522 "http://facebook.com/" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
179.203.132.160 - - [21/Oct/2015:19:10:43 ] "GET /Prada HTTP/1.0" 200 4134 "http://twitter.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
181.3.249.130 - - [21/Oct/2015:19:12:15 ] "GET /Gucci HTTP/1.0" 200 4033 "http://www.google.com" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
129.205.99.233 - - [21/Oct/2015:19:13:44 ] "GET /HugoBoss HTTP/1.0" 200 3839 "http://instagram.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
179.203.132.160 - - [21/Oct/2015:19:17:14 ] "GET /Chanel HTTP/1.0" 200 2825 "http://twitter.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
148.12.180.110 - - [21/Oct/2015:19:18:30 ] "GET /Prada HTTP/1.0" 200 2020 "http://www.google.com" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
20.149.200.80 - - [21/Oct/2015:19:21:20 ] "GET /Bvlgari HTTP/1.0" 200 4487 "http://instagram.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
173.216.153.220 - - [21/Oct/2015:19:22:45 ] "GET /HugoBoss HTTP/1.0" 200 3788 "-" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
62.112.34.46 - - [21/Oct/2015:19:25:09 ] "GET /Store/cart.jsp?productID=1100 HTTP/1.0" 200 4510 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
129.205.99.233 - - [21/Oct/2015:19:29:03 ] "GET /Store/cart.jsp?productID=1480 HTTP/1.0" 200 4585 "http://instagram.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
72.183.126.71 - - [21/Oct/2015:19:32:14 ] "GET /Revlon HTTP/1.0" 200 4598 "-" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
173.216.153.220 - - [21/Oct/2015:19:35:30 ] "GET /Chanel HTTP/1.0" 200 2601 "http://facebook.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
179.203.132.160 - - [21/Oct/2015:19:40:21 ] "GET /YSL HTTP/1.0" 200 2998 "http://facebook.com/" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
62.112.34.46 - - [21/Oct/2015:19:41:48 ] "GET /Prada HTTP/1.0" 200 2866 "http://instagram.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
62.112.34.46 - - [21/Oct/2015:19:43:08 ] "GET /CalvinKlein HTTP/1.0" 200 4192 "http://facebook.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
137.89.53.3 - - [21/Oct/2015:19:47:32 ] "GET /Store/cart.jsp?productID=1047 HTTP/1.0" 200 2742 "http://facebook.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
129.205.99.233 - - [21/Oct/2015:19:49:44 ] "GET /Revlon HTTP/1.0" 200 2030 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
154.14.161.138 - - [21/Oct/2015:19:50:15 ] "GET /CalvinKlein HTTP/1.0" 200 3716 "http://instagram.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
72.183.126.71 - - [21/Oct/2015:19:50:51 ] "GET /Givency HTTP/1.0" 200 4726 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
72.183.126.71 - - [21/Oct/2015:19:55:40 ] "GET /CalvinKlein HTTP/1.0" 200 3608 "http://twitter.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
181.3.249.130 - - [21/Oct/2015:19:56:54 ] "GET /YSL HTTP/1.0" 200 3402 "-" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
20.149.200.80 - - [21/Oct/2015:20:01:05 ] "GET /CalvinKlein HTTP/1.0" 200 3262 "http://twitter.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
173.216.153.220 - - [21/Oct/2015:20:03:33 ] "GET /Gucci HTTP/1.0" 200 2543 "http://instagram.com" "Mozilla/5.0 (Windows; U; Windows NT 6.1; rv:2.2) Gecko/20110201"
154.14.161.138 - - [21/Oct/2015:20:04:12 ] "GET /Dior HTTP/1.0" 200 4163 "http://facebook.com/" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
137.89.53.3 - - [21/Oct/2015:20:07:12 ] "GET /Gucci HTTP/1.0" 200 2618 "http://facebook.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
181.3.249.130 - - [21/Oct/2015:20:08:24 ] "GET /HugoBoss HTTP/1.0" 200 4129 "http://instagram.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
62.112.34.46 - - [21/Oct/2015:20:11:12 ] "GET /Revlon HTTP/1.0" 200 3920 "http://facebook.com/" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
181.3.249.130 - - [21/Oct/2015:20:16:03 ] "GET /Givency HTTP/1.0" 200 2682 "http://facebook.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
20.149.200.80 - - [21/Oct/2015:20:17:04 ] "GET /HugoBoss HTTP/1.0" 200 2268 "http://twitter.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
62.112.34.46 - - [21/Oct/2015:20:18:11 ] "GET /HugoBoss HTTP/1.0" 200 2488 "http://www.google.com" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
148.12.180.110 - - [21/Oct/2015:20:20:54 ] "GET /CalvinKlein HTTP/1.0" 200 2837 "http://www.google.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
154.14.161.138 - - [21/Oct/2015:20:22:29 ] "GET /Revlon HTTP/1.0" 200 2826 "http://instagram.com" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
62.112.34.46 - - [21/Oct/2015:20:23:52 ] "GET /Dior HTTP/1.0" 200 4398 "http://twitter.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36"
137.89.53.3 - - [21/Oct/2015:20:26:25 ] "GET /Chanel HTTP/1.0" 200 3826 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
62.112.34.46 - - [21/Oct/2015:20:27:09 ] "GET /YSL HTTP/1.0" 200 3034 "-" "Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"
179.203.132.160 - - [21/Oct/2015:20:29:30 ] "GET /Bvlgari HTTP/1.0" 200 3337 "http://www.google.com" "Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Vision Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
137.89.53.3 - - [21/Oct/2015:20:32:58 ] "GET /Revlon HTTP/1.0" 200 3694 "http://facebook.com/" "Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US))"
179.203.132.160 - - [21/Oct/2015:20:37:45 ] "GET /CalvinKlein HTTP/1.0" 200 3954 "http://facebook.com/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
179.203.132.160 - - [21/Oct/2015:20:38:31 ] "GET /Revlon HTTP/1.0" 200 2511 "http://instagram.com" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
181.3.249.130 - - [21/Oct/2015:20:40:51 ] "GET /Givency HTTP/1.0" 200 4422 "http://instagram.com" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
